cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
Intel Xeon E-2186M @ 2.90GHz,623.0,10904,17.5,2481,3.98,45.0,242.31,6,2018,FCBGA1440,Laptop
Intel Xeon E5-2470 v2 @ 2.40GHz,237.45,10902,45.91,1503,6.33,95.0,114.76,10,2016,LGA 1356,Server
Intel Core i7-11390H @ 3.40GHz,426.0,10897,25.58,3053,7.17,35.0,311.35,4,2021,FCBGA1449,Laptop
Intel Xeon E5-2630L v4 @ 1.80GHz,98.0,10864,110.86,1743,17.79,55.0,197.53,10,2017,FCLGA2011-3,Server
Intel Xeon W-2225 @ 4.10GHz,513.0,10844,21.14,2667,5.2,105.0,103.28,4,2020,FCLGA2066,Server
Intel Core i5-9600KF @ 3.70GHz,159.0,10838,68.16,2786,17.52,95.0,114.08,6,2019,FCLGA1151-2,Desktop
Intel Xeon E5-4650 v3 @ 2.10GHz,3838.0,10838,2.82,1384,0.36,105.0,103.22,12,2018,FCLGA2011-3,Server
Intel Core i7-9700TE @ 1.80GHz,323.0,10826,33.52,2309,7.15,35.0,309.32,8,2019,FCLGA1151-2,"Desktop, Laptop"
Intel Core i9-8950HK @ 2.90GHz,583.0,10803,18.53,2489,4.27,45.0,240.06,6,2018,FCBGA1440,Laptop
Intel Core i5-9600K @ 3.70GHz,232.6,10793,46.4,2773,11.92,95.0,113.61,6,2018,FCLGA1151-2,Desktop
Intel Xeon E-2126G @ 3.30GHz,320.29,10747,33.55,2652,8.28,80.0,134.34,6,2018,FCLGA1151-2,Server
Intel Core i7-9700T @ 2.00GHz,323.0,10736,33.24,2445,7.57,35.0,306.74,8,2019,FCLGA1151-2,Desktop
Intel Core i5-11320H @ 3.20GHz,309.0,10732,34.73,2951,9.55,35.0,306.64,4,2021,FCBGA1449,Laptop
Intel Core i7-6800K @ 3.40GHz,259.99,10681,41.08,2272,8.74,140.0,76.29,6,2016,LGA2011-v3,Desktop
Intel Core i7-1165G7 @ 2.80GHz,426.0,10595,24.87,2877,6.75,15.0,706.33,4,2020,BGA1526,Laptop
Intel Core i5-1155G7 @ 2.50GHz,309.0,10561,34.18,3014,9.75,28.0,377.2,4,2021,FCBGA1449,Laptop
Intel Xeon E5-4620 v3 @ 2.00GHz,778.7,10525,13.52,1486,1.91,105.0,100.24,10,2019,FCLGA2011-3,Server
Intel Xeon E5-2618L v3 @ 2.30GHz,1029.95,10464,10.16,1872,1.82,75.0,139.52,8,2017,LGA2011-v3,Server
Intel Core i5-1145G7E @ 2.60GHz,312.0,10454,33.51,2691,8.62,15.0,696.93,4,2021,FCBGA1449,Mobile/Embedded
Intel Core i7-8700T @ 2.40GHz,343.02,10431,30.41,2366,6.9,35.0,298.04,6,2018,FCLGA1151-2,Desktop
Intel Xeon E5-2630 v3 @ 2.40GHz,74.99,10392,138.58,1771,23.62,85.0,122.26,8,2014,LGA2011-v3,Server
Intel Xeon E5-2643 v3 @ 3.40GHz,2499.95,10391,4.16,2071,0.83,135.0,76.97,6,2015,LGA2011-v3,Server
Intel Xeon E5-2660 v2 @ 2.20GHz,79.0,10382,131.41,1498,18.96,95.0,109.28,10,2014,LGA 2011,Server
Intel Xeon E5-1650 v3 @ 3.50GHz,819.95,10373,12.65,2116,2.58,140.0,74.1,6,2014,LGA2011-v3,Server
Intel Core i5-9600 @ 3.10GHz,256.55,10369,40.42,2751,10.72,65.0,159.53,6,2019,FCLGA1151-2,Desktop
Intel Core i5-10500T @ 2.30GHz,192.0,10365,53.98,2342,12.2,35.0,296.14,6,2020,FCLGA1200,Desktop
Intel Xeon Silver 4109T @ 2.00GHz,607.75,10348,17.03,1445,2.38,70.0,147.83,8,2018,FCLGA3647,Server
Intel Core i7-8850H @ 2.60GHz,395.0,10333,26.16,2399,6.07,45.0,229.62,6,2018,FCBGA1440,Laptop
Intel Core i5-9500F @ 3.00GHz,182.0,10330,56.76,2676,14.7,65.0,158.92,6,2019,FCLGA1151-2,Desktop
Intel Core i3-10325 @ 3.90GHz,154.0,10308,66.94,2890,18.77,65.0,158.59,4,2022,FCLGA1200,Desktop
Intel Core i7-5930K @ 3.50GHz,319.95,10304,32.21,2063,6.45,140.0,73.6,6,2014,LGA2011-v3,Desktop
Intel Xeon E5-2658 v2 @ 2.40GHz,3604.0,10274,2.85,1442,0.4,95.0,108.15,10,2013,LGA 2011,Server
Intel Xeon Silver 4110 @ 2.10GHz,530.0,10246,19.33,1613,3.04,85.0,120.54,8,2017,FCLGA3647,Server
Intel Xeon E5-1660 v2 @ 3.70GHz,1798.95,10223,5.68,2073,1.15,130.0,78.64,6,2013,LGA 2011,Server
Intel Core i5-8600K @ 3.60GHz,235.99,10195,43.2,2609,11.05,95.0,107.32,6,2017,FCLGA1151-2,Desktop
Intel Core i7-10710U @ 1.10GHz,644.99,10126,15.7,2460,3.81,15.0,675.07,6,2019,FCBGA1528,Laptop
Intel Core i3-10320 @ 3.80GHz,133.95,10115,75.51,2848,21.26,65.0,155.61,4,2020,FCLGA1200,Desktop
Intel Core i5-1135G7 @ 2.40GHz,309.0,10100,32.68,2727,8.82,15.0,673.3,4,2020,BGA1526,Laptop
Intel Core i7-1068NG7 @ 2.30GHz,426.0,10093,23.69,2484,5.83,28.0,360.46,4,2020,FCBGA1344,Laptop
Intel Core i7-8750H @ 2.20GHz,395.0,10085,25.53,2331,5.9,45.0,224.12,6,2018,FCBGA1440,Laptop
Intel Core i5-10400T @ 2.00GHz,182.0,10052,55.23,2168,11.91,35.0,287.2,6,2020,FCLGA1200,Desktop
Intel Xeon W-2125 @ 4.00GHz,998.95,10039,10.05,2599,2.6,120.0,83.66,4,2017,FCLGA2066,Server
Intel Xeon E5-2650 v2 @ 2.60GHz,70.0,9995,142.78,1675,23.93,95.0,105.21,8,2013,FCLGA2011,Server
Intel Core i5-10500TE @ 2.30GHz,195.0,9960,51.08,2145,11.0,35.0,284.58,6,2022,FCLGA1200,"Laptop, Mobile/Embedded"
Intel Core i7-4960X @ 3.60GHz,1250.0,9906,7.92,2078,1.66,130.0,76.2,6,2013,LGA2011,Desktop
Intel Xeon E-2234 @ 3.60GHz,294.99,9903,33.57,2871,9.73,71.0,139.48,4,2020,FCLGA1151-2,Server
Intel Core i7-7740X @ 4.30GHz,225.99,9864,43.65,2805,12.41,112.0,88.07,4,2017,FCLGA2066,Desktop
Intel Core i5-8600 @ 3.10GHz,275.67,9849,35.73,2582,9.36,65.0,151.52,6,2018,FCLGA1151-2,Desktop
Intel Xeon E5-2648L v3 @ 1.80GHz,1530.37,9847,6.43,1292,0.84,75.0,131.29,12,2016,LGA2011-v3,Server
Intel Xeon E5-2690 @ 2.90GHz,135.4,9832,72.61,1657,12.24,135.0,72.83,8,2012,LGA2011,Server
Intel Xeon E-2244G @ 3.80GHz,413.0,9826,23.79,2807,6.8,71.0,138.39,4,2019,FCLGA1151-2,Server
Intel Core i7-5820K @ 3.30GHz,255.36,9814,38.43,2010,7.87,140.0,70.1,6,2014,LGA2011-v3,Desktop
Intel Xeon E5-2687W @ 3.10GHz,192.0,9796,51.02,1693,8.82,150.0,65.31,8,2012,LGA2011,Server
Intel Xeon E5-2689 @ 2.60GHz,182.75,9767,53.45,1571,8.6,115.0,84.93,8,2013,LGA 2011,Server
Intel Core i5-1130G7 @ 1.10GHz,309.0,9756,31.57,2549,8.25,15.0,650.39,4,2021,BGA 1449,Laptop
Intel Core i5-9500 @ 3.00GHz,297.59,9698,32.59,2578,8.66,65.0,149.2,6,2019,FCLGA1151-2,Desktop
Intel Core i3-10305 @ 3.80GHz,159.99,9689,60.56,2834,17.71,65.0,149.06,4,2021,FCLGA1200,Desktop
Intel Xeon E-2274G @ 4.00GHz,334.0,9660,28.92,2758,8.26,83.0,116.39,4,2019,FCLGA1151-2,Server
Intel Core i7-7700K @ 4.20GHz,349.44,9658,27.64,2730,7.81,95.0,101.66,4,2016,LGA 1151,Desktop
Intel Core i5-1038NG7 @ 2.00GHz,320.0,9626,30.08,2323,7.26,28.0,343.8,4,2020,FCBGA1344,Laptop
Intel Xeon E-2174G @ 3.80GHz,349.99,9596,27.42,2650,7.57,71.0,135.15,4,2018,FCLGA1151-2,Server
Intel Core i5-8500 @ 3.00GHz,190.0,9576,50.4,2485,13.08,65.0,147.32,6,2018,FCLGA1151-2,Desktop
Intel Core i5-9400F @ 2.90GHz,129.99,9544,73.42,2471,19.01,65.0,146.84,6,2019,FCLGA1151-2,"Desktop, Laptop"
Intel Core i5-9400 @ 2.90GHz,139.99,9478,67.71,2479,17.71,65.0,145.82,6,2019,FCLGA1151-2,Desktop
Intel Core i5-8500B @ 3.00GHz,192.0,9429,49.11,2574,13.41,65.0,145.06,6,2019,FCBGA1440,Laptop
Intel Xeon Gold 5222 @ 3.80GHz,1476.32,9428,6.39,2372,1.61,105.0,89.79,4,2019,FCLGA3647,Server
Intel Xeon E5-4655 v3 @ 2.90GHz,4616.0,9377,2.03,1817,0.39,135.0,69.46,6,2018,FCLGA2011-3,Server
Intel Xeon E5-2680 @ 2.70GHz,85.45,9361,109.55,1561,18.27,130.0,72.01,8,2012,LGA2011,Server
Intel Core i7-4930K @ 3.40GHz,174.85,9360,53.53,1963,11.23,130.0,72,6,2013,LGA2011,Desktop
AMD Ryzen 5 3400G,228.0,9331,40.93,2360,10.35,65.0,143.56,4,2019,AM4,Desktop
Intel Xeon E5-1650 v2 @ 3.50GHz,238.02,9323,39.17,2026,8.51,130.0,71.71,6,2013,FCLGA2011,Server
Intel Xeon E-2144G @ 3.60GHz,301.17,9322,30.95,2679,8.89,71.0,131.29,4,2019,FCLGA1151-2,Server
Intel Xeon E5-4627 v2 @ 3.30GHz,498.95,9320,18.68,1786,3.58,130.0,71.69,8,2015,FCLGA2011,Server
Intel Core i3-10300 @ 3.70GHz,138.99,9284,66.79,2677,19.26,65.0,142.82,4,2020,FCLGA1200,Desktop
Intel Xeon E3-1285 v6 @ 4.10GHz,544.91,9276,17.02,2692,4.94,79.0,117.41,4,2018,FCLGA1151,Server
Intel Xeon Silver 4108 @ 1.80GHz,489.95,9262,18.9,1558,3.18,85.0,108.97,8,2018,FCLGA3647,Server
Intel Xeon E3-1275 v6 @ 3.80GHz,353.61,9229,26.1,2593,7.33,73.0,126.43,4,2017,FCLGA1151,Server
Intel Core i5-8400 @ 2.80GHz,230.0,9222,40.1,2404,10.45,65.0,141.88,6,2017,FCLGA1151-2,Desktop
Intel Core i5-9500TE @ 2.20GHz,192.0,9212,47.98,2296,11.96,35.0,263.21,6,2020,FCLGA1151-2,Laptop
Intel Xeon E3-1280 v6 @ 3.90GHz,592.18,9166,15.48,2561,4.32,72.0,127.3,4,2017,FCLGA1151,Server
Intel Xeon E5-2620 v4 @ 2.10GHz,253.99,9152,36.03,1610,6.34,85.0,107.68,8,2016,FCLGA2011-3,Server
Intel Xeon E5-2629 v3 @ 2.40GHz,499.88,9139,18.28,1426,2.85,85.0,107.52,8,2016,LGA2011-v3,Server
Intel Core i7-9850HL @ 1.90GHz,395.0,9112,23.07,2139,5.42,25.0,364.49,6,2019,FCBGA1440,"Desktop, Laptop"
Intel Xeon D-1715TER @ 2.40GHz,285.0,9104,31.94,2269,7.96,50.0,182.08,4,2022,FCBGA2227,Server
AMD Ryzen 5 1500X,120.36,9083,75.47,2110,17.53,65.0,139.75,4,2017,AM4,Desktop
Intel Xeon E5-2643 v2 @ 3.50GHz,398.95,9083,22.77,1895,4.75,130.0,69.87,6,2013,FCLGA2011,Server
Intel Xeon D-1548 @ 2.00GHz,555.0,9075,16.35,1647,2.97,45.0,201.66,8,2019,FCBGA1667,Server
Intel Xeon E5-2630L v3 @ 1.80GHz,79.0,8978,113.64,1532,19.39,55.0,163.23,8,2016,LGA2011-v3,Server
Intel Core i7-6700K @ 4.00GHz,230.0,8967,38.99,2520,10.96,95.0,94.39,4,2015,LGA1151,Desktop
Intel Core i3-10105 @ 3.70GHz,107.0,8928,83.44,2718,25.4,65.0,137.36,4,2021,FCLGA1200,Desktop
Intel Core i5-10400H @ 2.60GHz,250.0,8916,35.66,2738,10.95,45.0,198.13,4,2020,FCBGA1440,Laptop
Intel Xeon E5-2670 @ 2.60GHz,71.0,8902,125.37,1477,20.8,115.0,77.41,8,2012,LGA2011,Server
Intel Xeon E3-1270 v6 @ 3.80GHz,316.71,8862,27.98,2462,7.77,72.0,123.08,4,2017,FCLGA1151,Server
Intel Core i3-10100F @ 3.60GHz,79.99,8854,110.69,2604,32.56,65.0,136.22,4,2020,FCLGA1200,Desktop
Intel Xeon E3-1240 v6 @ 3.70GHz,374.45,8853,23.64,2456,6.56,72.0,122.95,4,2017,FCLGA1151,Server
Intel Core i3-10100 @ 3.60GHz,112.99,8800,77.88,2637,23.34,65.0,135.39,4,2020,FCLGA1200,Desktop
Intel Xeon Gold 5122 @ 3.60GHz,904.33,8771,9.7,2120,2.34,105.0,83.53,4,2017,FCLGA3647,Server
Intel Core i7-8559U @ 2.70GHz,617.0,8745,14.17,2580,4.18,28.0,312.32,4,2018,FCBGA1528,Laptop
Intel Xeon E-2134 @ 3.50GHz,297.57,8741,29.37,2569,8.63,71.0,123.11,4,2019,FCLGA1151-2,Server
AMD Ryzen 5 2400G,214.0,8729,40.79,2158,10.09,65.0,134.29,4,2018,AM4,Desktop
Intel Core i5-10300H @ 2.50GHz,250.0,8692,34.77,2616,10.47,45.0,193.15,4,2020,FCBGA1440,"Desktop, Laptop"
Intel Xeon W-2223 @ 3.60GHz,289.99,8686,29.95,2255,7.78,120.0,72.39,4,2020,FCLGA2066,Server
Intel Core i7-1065G7 @ 1.30GHz,426.0,8668,20.35,2401,5.64,15.0,577.88,4,2019,FCBGA-1526,Laptop
Intel Xeon E3-1245 v6 @ 3.70GHz,496.3,8659,17.45,2441,4.92,73.0,118.62,4,2017,FCLGA1151,Server
Intel Core i7-7700 @ 3.60GHz,219.99,8638,39.27,2472,11.24,65.0,132.9,4,2016,LGA1151,Desktop
Intel Xeon E5-4650 @ 2.70GHz,78.19,8630,110.38,1476,18.87,130.0,66.39,8,2012,LGA2011,Server
Intel Xeon E5-2648L v2 @ 1.90GHz,945.0,8611,9.11,1350,1.43,70.0,123.01,10,2017,FCLGA2011,Server
Intel Core i7-3960X @ 3.30GHz,159.99,8596,53.73,1816,11.35,130.0,66.12,6,2011,LGA2011,Desktop
Intel Core i7-8569U @ 2.80GHz,431.0,8523,19.78,2773,6.43,28.0,304.4,4,2020,FCBGA1528,Laptop
Intel Xeon W-2123 @ 3.60GHz,427.11,8489,19.87,2229,5.22,120.0,70.74,4,2017,FCLGA2066,Server
Intel Xeon E5-4650L @ 2.60GHz,59.99,8472,141.22,1393,23.23,115.0,73.67,8,2017,LGA 2011,Server
Intel Xeon E-2314 @ 2.80GHz,195.0,8422,43.19,3089,15.84,65.0,129.57,4,2022,FCLGA1200,Server
Intel Xeon E3-1275 v5 @ 3.60GHz,444.04,8421,18.97,2327,5.24,80.0,105.27,4,2015,FCLGA1151,Server
Intel Xeon E5-1660 @ 3.30GHz,267.19,8417,31.5,1790,6.7,130.0,64.75,6,2012,LGA2011,Server
Intel Core i5-10200H @ 2.40GHz,250.0,8414,33.65,2481,9.93,45.0,186.97,4,2020,FCBGA1440,Laptop
Intel Xeon E5-2665 @ 2.40GHz,88.0,8411,95.58,1399,15.89,115.0,73.14,8,2012,LGA2011,Server
Intel Xeon E3-1585 v5 @ 3.50GHz,556.0,8408,15.12,2402,4.32,65.0,129.35,4,2017,FCBGA1440,Server
Intel Xeon E3-1230 v6 @ 3.50GHz,595.44,8408,14.12,2352,3.95,72.0,116.77,4,2017,FCLGA1151,Server
Intel Core i5-9600T @ 2.30GHz,213.0,8393,39.4,2175,10.21,35.0,239.79,6,2019,FCLGA1151-2,Desktop
Intel Core i5-1035G7 @ 1.20GHz,320.0,8388,26.21,2299,7.18,15.0,559.21,4,2019,FCBGA1526,Laptop
Intel Core i7-3970X @ 3.50GHz,187.0,8373,44.78,1832,9.8,150.0,55.82,6,2012,LGA2011,Desktop
Intel Core i7-10810U @ 1.10GHz,443.0,8353,18.86,2322,5.24,15.0,556.88,6,2020,FCBGA1528,Laptop
Intel Xeon E3-1280 v5 @ 3.70GHz,395.0,8320,21.06,2343,5.93,80.0,104,4,2016,FCLGA1151,Server
AMD Opteron 6386 SE,135.09,8320,61.59,1340,9.92,140.0,59.43,16,2014,Socket G34,Server
Intel Xeon E3-1270 v5 @ 3.60GHz,912.0,8317,9.12,2279,2.5,80.0,103.96,4,2015,FCLGA1151,Server
Intel Core i5-9400H @ 2.50GHz,250.0,8261,33.04,2501,10.01,45.0,183.57,4,2019,FCBGA1440,Laptop
Intel Core i5-9500T @ 2.20GHz,192.0,8256,43.0,2200,11.46,35.0,235.88,6,2019,FCLGA1151-2,Desktop
Intel Xeon E3-1240 v5 @ 3.50GHz,325.0,8254,25.4,2323,7.15,80.0,103.18,4,2015,FCLGA1151,Server
Intel Core i5-1035G4 @ 1.10GHz,309.0,8251,26.7,2277,7.37,15.0,550.09,4,2019,FCBGA1526,Laptop
Intel Core i7-3930K @ 3.20GHz,250.0,8244,32.98,1762,7.05,130.0,63.42,6,2011,LGA2011,Desktop
Intel Xeon E5-2470 @ 2.30GHz,140.0,8240,58.85,1443,10.31,95.0,86.73,8,2013,LGA 1356,Server
Intel Core i3-10100E @ 3.20GHz,125.0,8229,65.83,2297,18.38,65.0,126.59,4,2021,FCLGA1200,"Desktop, Mobile/Embedded"
Intel Core i5-8600T @ 2.30GHz,199.99,8227,41.14,2180,10.9,35.0,235.06,6,2018,FCLGA1151-2,Desktop
Intel Core i7-8557U @ 1.70GHz,431.0,8225,19.08,2571,5.96,15.0,548.35,4,2019,FCBGA1528,Laptop
Intel Xeon E3-1535M v6 @ 3.10GHz,623.0,8184,13.14,2386,3.83,35.0,233.81,4,2017,FCBGA1440,"Laptop, Server"
Intel Xeon E-2276ME @ 2.80GHz,450.0,8167,18.15,1604,3.56,45.0,181.5,6,2021,FCBGA1440,"Server, Mobile/Embedded"
Intel Core i3-10305T @ 3.00GHz,143.0,8136,56.9,2456,17.18,35.0,232.46,4,2021,FCLGA1200,Desktop
Intel Core i5-8259U @ 2.30GHz,519.99,8131,15.64,2246,4.32,28.0,290.39,4,2018,FCBGA1528,Laptop
Intel Xeon E5-1650 @ 3.20GHz,112.0,8113,72.44,1745,15.58,130.0,62.41,6,2012,LGA2011,Server
Intel Xeon E5-2660 @ 2.20GHz,64.73,8104,125.19,1395,21.55,95.0,85.3,8,2012,LGA2011,Server
Intel Core i7-6700 @ 3.40GHz,255.0,8078,31.68,2300,9.02,65.0,124.27,4,2015,LGA 1151,Desktop
Intel Xeon E3-1245 v5 @ 3.50GHz,139.99,8073,57.67,2284,16.32,80.0,100.91,4,2015,FCLGA1151,Server
Intel Core i7-4790K @ 4.00GHz,206.87,8061,38.97,2467,11.93,88.0,91.6,4,2014,LGA1150,Desktop
Intel Core i5-8269U @ 2.60GHz,320.0,8055,25.17,2561,8.0,28.0,287.69,4,2021,FCBGA1528,"Laptop, Mobile/Embedded"
Intel Core i5-8400H @ 2.50GHz,250.0,8037,32.15,2466,9.86,45.0,178.61,4,2018,FCBGA1440,Laptop
AMD Opteron 6348,1708.67,8030,4.7,1302,0.76,115.0,69.83,6,2013,unknown,Server
Intel Core i5-8279U @ 2.40GHz,320.0,8028,25.09,2466,7.71,28.0,286.73,4,2019,FCBGA1528,Laptop
Intel Xeon E3-1285L v4 @ 3.40GHz,1230.0,8022,6.52,2340,1.9,65.0,123.42,4,2016,LGA1150,Server
Intel Xeon E3-1585L v5 @ 3.00GHz,445.0,8021,18.02,2179,4.9,45.0,178.24,4,2018,FCBGA1440,Server
Intel Core i3-10300T @ 3.00GHz,174.28,7997,45.89,2350,13.49,35.0,228.49,4,2020,FCLGA1200,Desktop
Intel Core i7-8705G @ 3.10GHz,1535.11,7947,5.18,2288,1.49,65.0,122.26,4,2018,BGA2270,Laptop
Intel Xeon E5-2620 v3 @ 2.40GHz,55.24,7906,143.12,1693,30.64,85.0,93.01,6,2014,LGA2011-v3,Server
Intel Xeon E3-1230 v5 @ 3.40GHz,916.0,7880,8.6,2122,2.32,80.0,98.5,4,2016,FCLGA1151,Server
Intel Core i5-8260U @ 1.60GHz,439.99,7854,17.85,2313,5.26,15.0,523.57,4,2020,FCBGA1528,Laptop
Intel Core i3-10105T @ 3.00GHz,122.0,7850,64.34,2350,19.26,35.0,224.28,4,2021,FCLGA1200,Desktop
Intel Core i5-9400T @ 1.80GHz,182.0,7819,42.96,2057,11.3,35.0,223.39,6,2019,FCLGA1151-2,Desktop
Intel Core i7-5775C @ 3.30GHz,174.95,7801,44.59,2318,13.25,65.0,120.02,4,2015,FCLGA1150,Desktop
Intel Core i5-9300H @ 2.40GHz,250.0,7793,31.17,2349,9.39,45.0,173.17,4,2019,FCBGA1440,Laptop
AMD Ryzen 5 1400,109.65,7783,70.98,1904,17.36,65.0,119.74,4,2017,AM4,Desktop
Intel Xeon E3-1260L v5 @ 2.90GHz,258.7,7757,29.98,2287,8.84,45.0,172.37,4,2016,FCLGA1151,Server
Intel Xeon E5-2640 v2 @ 2.00GHz,66.01,7741,117.27,1275,19.32,95.0,81.48,8,2014,LGA 2011,Server
Intel Core i5-1035G1 @ 1.00GHz,297.0,7737,26.05,2307,7.77,15.0,515.8,4,2019,FCBGA1526,Laptop
Intel Xeon D-2123IT @ 2.20GHz,213.0,7731,36.3,1750,8.22,60.0,128.86,4,2018,FCBGA2518,Server
Intel Core i5-8500T @ 2.10GHz,247.53,7699,31.11,2045,8.26,35.0,219.98,6,2018,FCLGA1151-2,Desktop
Intel Core i3-9350K @ 4.00GHz,293.22,7694,26.24,2823,9.63,91.0,84.55,4,2020,FCLGA1151,Desktop
Intel Core i7-7820HK @ 2.90GHz,378.0,7682,20.32,2179,5.76,45.0,170.72,4,2017,FCBGA1440,Laptop
Intel Core i5-8257U @ 1.40GHz,320.0,7680,24.0,2314,7.23,15.0,512.02,4,2019,FCBGA1528,Laptop
Intel Core i5-9300HF @ 2.40GHz,250.0,7678,30.71,2360,9.44,45.0,170.62,4,2020,FCBGA1440,Laptop
Intel Xeon E3-1575M v5 @ 3.00GHz,1207.0,7629,6.32,2125,1.76,45.0,169.54,4,2016,FCBGA1440,Server
Intel Xeon E5-2623 v4 @ 2.60GHz,84.0,7582,90.26,1696,20.2,85.0,89.2,4,2016,FCLGA2011-3,Server
AMD Ryzen 3 2300X,178.09,7566,42.48,2364,13.28,65.0,116.4,4,2019,AM4,Desktop
Intel Core i7-7700T @ 2.90GHz,390.0,7561,19.39,2156,5.53,35.0,216.04,4,2017,FCLGA1151,Desktop
Intel Xeon E-2224G @ 3.50GHz,267.56,7545,28.2,2726,10.19,71.0,106.26,4,2019,FCLGA1151-2,Server
Intel Core i5-8300H @ 2.30GHz,250.0,7542,30.17,2309,9.24,45.0,167.59,4,2018,FCLGA1151-2,Laptop
Intel Xeon E3-1535M v5 @ 2.90GHz,623.0,7523,12.07,2124,3.41,45.0,167.17,4,2015,FCBGA1440,"Laptop, Server"
Intel Xeon E-2124G @ 3.40GHz,229.99,7518,32.69,2749,11.95,71.0,105.89,4,2018,FCLGA1151-2,Server
Intel Xeon E5-2667 @ 2.90GHz,96.19,7501,77.98,1596,16.6,130.0,57.7,6,2012,LGA2011,Server
Intel Xeon E5-2637 v3 @ 3.50GHz,112.0,7485,66.83,2040,18.22,135.0,55.44,4,2014,LGA2011-v3,Server
Intel Xeon E5-2650L v2 @ 1.70GHz,79.0,7475,94.62,1102,13.95,70.0,106.79,10,2017,FCLGA2011,Server
Intel Xeon E5-2630 v2 @ 2.60GHz,69.0,7470,108.26,1574,22.82,80.0,93.37,6,2013,FCLGA2011,Server
Intel Xeon E5-1630 v3 @ 3.70GHz,1346.0,7456,5.54,2127,1.58,140.0,53.26,4,2014,LGA2011-v3,Server
Intel Core i7-7820EQ @ 3.00GHz,378.0,7453,19.72,2207,5.84,45.0,165.63,4,2019,FCBGA1440,Laptop
Intel Core i7-7920HQ @ 3.10GHz,568.0,7449,13.11,2226,3.92,45.0,165.53,4,2017,FCBGA1440,Laptop
Intel Xeon D-1531 @ 2.20GHz,348.0,7447,21.4,1424,4.09,45.0,165.48,6,2017,FCBGA1667,Server
Intel Core i5-8400T @ 1.70GHz,239.84,7447,31.05,1924,8.02,35.0,212.77,6,2018,FCLGA1151-2,Desktop
Intel Xeon E5-1620 v4 @ 3.50GHz,219.3,7437,33.91,2251,10.27,140.0,53.12,4,2016,FCLGA2011-3,Server
Intel Xeon E3-1271 v3 @ 3.60GHz,149.99,7432,49.55,2271,15.14,80.0,92.91,4,2014,FCLGA1150,Server
Intel Xeon E3-1286 v3 @ 3.70GHz,839.0,7418,8.84,2391,2.85,84.0,88.31,4,2014,LGA1150,Server
Intel Xeon E5-2450 @ 2.10GHz,64.0,7410,115.78,1154,18.02,95.0,78,8,2015,LGA 1356,Server
Intel Xeon E3-1281 v3 @ 3.70GHz,546.25,7406,13.56,2340,4.28,82.0,90.31,4,2015,LGA1150,Server
Intel Core i3-10100T @ 3.00GHz,122.0,7405,60.7,2319,19.01,35.0,211.57,4,2020,FCLGA1200,Laptop
Intel Core i7-6920HQ @ 2.90GHz,568.0,7378,12.99,2119,3.73,45.0,163.96,4,2016,FCBGA1440,Laptop
Intel Core i3-9320 @ 3.70GHz,217.97,7358,33.76,2711,12.44,62.0,118.68,4,2019,FCLGA1151-2,Desktop
Intel Xeon E3-1276 v3 @ 3.60GHz,978.0,7345,7.51,2258,2.31,84.0,87.45,4,2014,FCLGA1150,Server
Intel Xeon E5-2650 @ 2.00GHz,49.0,7335,149.68,1266,25.84,95.0,77.21,8,2012,LGA2011,Server
Intel Core i3-9350KF @ 4.00GHz,207.36,7318,35.29,2666,12.86,91.0,80.42,4,2019,FCLGA1151-2,Desktop
Intel Core i3-9300 @ 3.70GHz,194.99,7279,37.33,2666,13.67,62.0,117.4,4,2019,FCLGA1151-2,Desktop
Intel Core i7-6700T @ 2.80GHz,299.0,7271,24.32,2091,6.99,35.0,207.74,4,2015,LGA 1151,Desktop
Intel Xeon E3-1280 v3 @ 3.60GHz,249.0,7256,29.14,2294,9.21,82.0,88.49,4,2013,LGA1150,Server
Intel Xeon E3-1270 v3 @ 3.50GHz,128.99,7245,56.17,2184,16.93,80.0,90.56,4,2013,LGA1150,Server
Intel Core i7-4790 @ 3.60GHz,200.0,7235,36.18,2234,11.17,84.0,86.13,4,2014,FCLGA1150,Desktop
Intel Xeon E5-4610 v3 @ 1.70GHz,1219.0,7229,5.93,1027,0.84,105.0,68.85,10,2019,FCLGA2011-3,Server
Intel Xeon E-2224 @ 3.40GHz,250.17,7223,28.87,2434,9.73,71.0,101.73,4,2019,FCLGA1151-2,Server
Intel Xeon E3-1246 v3 @ 3.50GHz,826.0,7218,8.74,2189,2.65,84.0,85.93,4,2014,FCLGA1150,Server
Intel Core i7-7820HQ @ 2.90GHz,378.0,7209,19.07,2140,5.66,45.0,160.19,4,2017,FCBGA1440,Laptop
Intel Xeon W3690 @ 3.47GHz,450.19,7208,16.01,1606,3.57,130.0,55.45,6,2011,LGA1366,Server
AMD Ryzen 3 3200G,144.99,7188,49.57,2218,15.3,65.0,110.58,4,2019,AM4,Desktop
Intel Xeon D-1537 @ 1.70GHz,571.0,7176,12.57,1104,1.93,35.0,205.03,8,2018,FCBGA1667,Server
Intel Xeon D-1539 @ 1.60GHz,486.0,7175,14.76,1179,2.43,35.0,204.99,8,2019,FCBGA1667,Server
Intel Core i7-6770HQ @ 2.60GHz,619.0,7145,11.54,1966,3.18,45.0,158.78,4,2016,FCBGA1440,Laptop
